0,0,-0.9510565162951536
0,0,0.9510565162951536
-0.85065080835204,0,-0.42532540417601994
0.85065080835204,0,0.42532540417601994
0.6881909602355868,-1/2,-0.42532540417601994
0.6881909602355868,1/2,-0.42532540417601994
-0.6881909602355868,-1/2,0.42532540417601994
-0.6881909602355868,1/2,0.42532540417601994
-0.2628655560595668,-0.8090169943749475,-0.42532540417601994
-0.2628655560595668,0.8090169943749475,-0.42532540417601994
0.2628655560595668,-0.8090169943749475,0.42532540417601994
0.2628655560595668,0.8090169943749475,0.42532540417601994
